0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
43,44
44,45
55,1
56,2
57,3
58,4
59,5
60,6
61,7
62,8
63,9
64,10
65,11
66,12
67,13
68,14
69,15
70,16
71,17
72,18
73,19
74,20
75,21
76,22
77,23
78,24
79,25
80,26
81,27
82,28
83,29
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
84,1
85,2
86,3
87,4
88,5
89,6
90,7
91,8
92,9
93,10
94,11
95,12
96,13
97,14
98,15
99,16
100,17
101,18
102,19
103,20
104,21
105,22
106,23
107,24
108,25
109,26
110,27
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
111,1
112,2
113,3
114,4
115,5
116,6
117,7
118,8
119,9
120,10
121,11
122,12
123,13
124,14
125,15
126,16
127,17
128,18
129,19
130,20
131,21
132,22
133,23
134,24
135,25
136,26
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
137,1
138,2
139,3
140,4
141,5
142,6
143,7
144,8
145,9
146,10
147,11
148,12
149,13
150,14
151,15
152,16
153,17
154,18
155,19
156,20
157,21
158,22
159,23
160,24
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
161,1
162,2
163,3
164,4
165,5
166,6
167,7
168,8
169,9
170,10
171,11
172,12
173,13
174,14
175,15
176,16
177,17
178,18
179,19
180,20
181,21
182,22
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
183,1
184,2
185,3
186,4
187,5
188,6
189,7
190,8
191,9
192,10
193,11
194,12
195,13
196,14
197,15
198,16
199,17
200,18
201,19
202,20
203,21
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
204,1
205,2
206,3
207,4
208,5
209,6
210,7
211,8
212,9
213,10
214,11
215,12
216,13
217,14
218,15
219,16
220,17
221,18
222,19
223,20
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
224,1
225,2
226,3
227,4
228,5
229,6
230,7
231,8
232,9
233,10
234,11
235,12
236,13
237,14
238,15
239,16
240,17
241,18
242,19
243,20
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
244,1
245,2
246,3
247,4
248,5
249,6
250,7
251,8
252,9
253,10
254,11
255,12
256,13
257,14
258,15
259,16
260,17
261,18
262,19
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
263,1
264,2
265,3
266,4
267,5
268,6
269,7
270,8
271,9
272,10
273,11
274,12
275,13
276,14
277,15
278,16
279,17
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
280,1
281,2
282,3
283,4
284,5
285,6
286,7
287,8
288,9
289,10
290,11
291,12
292,13
293,14
294,15
295,16
296,17
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
297,1
298,2
299,3
300,4
301,5
302,6
303,7
304,8
305,9
306,10
307,11
308,12
309,13
310,14
311,15
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
312,1
313,2
314,3
315,4
316,5
317,6
318,7
319,8
320,9
321,10
322,11
323,12
324,13
325,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
326,1
327,2
328,3
329,4
330,5
331,6
332,7
333,8
334,9
335,10
336,11
337,12
338,13
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
339,1
340,2
341,3
342,4
343,5
344,6
345,7
346,8
347,9
348,10
349,11
350,12
351,13
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
352,1
353,2
354,3
355,4
356,5
357,6
358,7
359,8
360,9
361,10
362,11
363,12
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
364,1
365,2
366,3
367,4
368,5
369,6
370,7
371,8
372,9
373,10
374,11
375,12
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
376,1
377,2
378,3
379,4
380,5
381,6
382,7
383,8
384,9
385,10
386,11
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
387,1
388,2
389,3
390,4
391,5
392,6
393,7
394,8
395,9
396,10
397,11
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
398,1
399,2
400,3
401,4
402,5
403,6
404,7
405,8
406,9
407,10
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
408,1
409,2
410,3
411,4
412,5
413,6
414,7
415,8
416,9
417,10
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
